DATOS HORARIOS 2023_CICEG ,,,,,,,,,,,,,
NOVIEMBRE,10,20,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,NA
NOVIEMBRE,10,21,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA
NOVIEMBRE,10,22,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA
NOVIEMBRE,10,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NOVIEMBRE,11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NOVIEMBRE,11,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NOVIEMBRE,11,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NOVIEMBRE,11,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NOVIEMBRE,11,4,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA
NOVIEMBRE,11,5,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA
NOVIEMBRE,11,6,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA
NOVIEMBRE,11,7,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA
NOVIEMBRE,11,8,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA
NOVIEMBRE,11,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NOVIEMBRE,11,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NOVIEMBRE,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NOVIEMBRE,11,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NOVIEMBRE,11,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NOVIEMBRE,11,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NOVIEMBRE,11,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NOVIEMBRE,11,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NOVIEMBRE,11,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NOVIEMBRE,11,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NOVIEMBRE,11,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NOVIEMBRE,11,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NOVIEMBRE,11,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NOVIEMBRE,11,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NOVIEMBRE,11,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NOVIEMBRE,12,0,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA
NOVIEMBRE,12,1,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA
NOVIEMBRE,12,2,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA
NOVIEMBRE,12,3,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA
NOVIEMBRE,12,4,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA
NOVIEMBRE,12,5,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA
NOVIEMBRE,12,6,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA
NOVIEMBRE,12,7,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA
NOVIEMBRE,12,8,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA
NOVIEMBRE,12,9,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA
NOVIEMBRE,12,10,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA
NOVIEMBRE,12,11,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA
NOVIEMBRE,12,12,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA
NOVIEMBRE,12,13,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA
NOVIEMBRE,12,14,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA
NOVIEMBRE,12,15,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA
NOVIEMBRE,12,16,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA
NOVIEMBRE,12,17,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA
NOVIEMBRE,12,18,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA
NOVIEMBRE,12,19,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA
NOVIEMBRE,12,20,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA
NOVIEMBRE,12,21,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA
NOVIEMBRE,12,22,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA
NOVIEMBRE,12,23,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA
NOVIEMBRE,13,0,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA
NOVIEMBRE,13,1,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA
NOVIEMBRE,13,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NOVIEMBRE,13,3,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA
NOVIEMBRE,13,4,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA
NOVIEMBRE,13,5,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA
NOVIEMBRE,13,6,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,NA
NOVIEMBRE,13,7,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,NA
NOVIEMBRE,13,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NOVIEMBRE,13,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NOVIEMBRE,13,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NOVIEMBRE,13,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NOVIEMBRE,13,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NOVIEMBRE,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NOVIEMBRE,13,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NOVIEMBRE,13,15,0.045,0.009,NA,NA,27,4,26.37,2.02,214.10,7.49,NA
NOVIEMBRE,13,16,0.035,0.009,NA,NA,27,13,25.38,0.87,176.07,3.35,NA
NOVIEMBRE,13,17,0.040,0.009,NA,NA,37,8,25.75,0.59,140.53,2.28,NA
NOVIEMBRE,13,18,0.048,0.009,NA,NA,30,12,25.63,1.48,131.25,0.50,NA
NOVIEMBRE,13,19,0.016,0.008,NA,NA,33,25,22.60,1.29,63.00,0.07,NA
NOVIEMBRE,13,20,0.010,0.008,NA,NA,30,15,20.99,0.37,94.44,0.07,NA
NOVIEMBRE,13,21,0.012,0.008,NA,NA,45,13,19.94,0.25,173.82,0.07,NA
NOVIEMBRE,13,22,0.003,0.008,NA,NA,36,13,18.99,0.13,321.80,0.06,NA
NOVIEMBRE,13,23,0.002,0.008,NA,NA,42,12,18.24,0.13,253.64,0.07,NA
NOVIEMBRE,14,0,0.002,0.009,NA,NA,50,15,17.78,0.26,159.69,0.07,NA
NOVIEMBRE,14,1,0.004,0.008,NA,NA,58,10,17.16,0.59,207.24,0.06,NA
NOVIEMBRE,14,2,0.005,0.007,NA,NA,24,13,16.18,0.14,198.48,0.07,NA
NOVIEMBRE,14,3,0.006,0.007,NA,NA,20,9,15.66,0.13,193.29,0.06,NA
NOVIEMBRE,14,4,0.006,0.007,NA,NA,24,11,14.97,0.13,205.17,0.06,NA
NOVIEMBRE,14,5,0.005,0.007,NA,NA,21,8,14.55,0.13,233.05,0.06,NA
NOVIEMBRE,14,6,0.004,0.007,NA,NA,22,10,14.06,0.13,245.06,0.06,NA
NOVIEMBRE,14,7,0.003,0.007,NA,NA,17,10,13.68,0.34,231.40,0.07,NA
NOVIEMBRE,14,8,0.003,0.010,NA,NA,27,8,13.89,0.14,145.48,0.58,NA
NOVIEMBRE,14,9,0.004,0.011,NA,NA,61,11,16.46,0.37,216.38,2.31,NA
NOVIEMBRE,14,10,0.011,0.009,NA,NA,82,18,18.70,0.90,210.39,4.70,NA
NOVIEMBRE,14,11,0.018,0.009,NA,NA,49,7,21.12,1.00,230.84,7.39,NA
NOVIEMBRE,14,12,0.032,0.009,NA,NA,36,9,23.55,0.62,151.29,8.95,NA
NOVIEMBRE,14,13,0.036,0.009,NA,NA,40,3,25.15,1.16,188.06,9.80,NA
NOVIEMBRE,14,14,0.037,0.008,NA,NA,28,2,25.44,2.31,161.36,9.37,NA
NOVIEMBRE,14,15,0.041,0.009,NA,NA,27,3,27.03,0.79,163.11,7.60,NA
NOVIEMBRE,14,16,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA
NOVIEMBRE,14,17,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA
NOVIEMBRE,14,18,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA
NOVIEMBRE,14,19,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA
NOVIEMBRE,14,20,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA
NOVIEMBRE,14,21,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA
NOVIEMBRE,14,22,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA
NOVIEMBRE,14,23,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA
NOVIEMBRE,15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NOVIEMBRE,15,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NOVIEMBRE,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NOVIEMBRE,15,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NOVIEMBRE,15,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NOVIEMBRE,15,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NOVIEMBRE,15,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NOVIEMBRE,15,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NOVIEMBRE,15,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NOVIEMBRE,15,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NOVIEMBRE,15,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NOVIEMBRE,15,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NOVIEMBRE,15,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NOVIEMBRE,15,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NOVIEMBRE,15,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NOVIEMBRE,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NOVIEMBRE,15,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NOVIEMBRE,15,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NOVIEMBRE,15,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NOVIEMBRE,15,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NOVIEMBRE,15,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NOVIEMBRE,15,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NOVIEMBRE,15,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NOVIEMBRE,15,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NOVIEMBRE,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NOVIEMBRE,16,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NOVIEMBRE,16,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NOVIEMBRE,16,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NOVIEMBRE,16,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NOVIEMBRE,16,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NOVIEMBRE,16,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NOVIEMBRE,16,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NOVIEMBRE,16,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NOVIEMBRE,16,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NOVIEMBRE,16,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NOVIEMBRE,16,11,0.028,0.009,0.008,NA,39,9,22.75,0.59,213.97,7.37,NA
NOVIEMBRE,16,12,0.037,0.009,0.007,0.97,39,7,24.34,0.69,202.72,9.11,NA
NOVIEMBRE,16,13,0.040,0.009,0.007,0.92,45,3,25.77,2.09,225.99,9.67,NA
NOVIEMBRE,16,14,0.041,0.010,0.005,0.82,41,2,27.29,2.26,244.87,9.07,NA
NOVIEMBRE,16,15,0.042,0.009,0.005,0.78,29,2,28.09,2.56,227.57,7.44,NA
NOVIEMBRE,16,16,0.043,0.009,0.005,0.73,27,8,28.24,2.90,233.00,5.08,NA
NOVIEMBRE,16,17,0.041,0.009,0.005,0.73,37,6,27.71,3.66,229.33,2.62,NA
NOVIEMBRE,16,18,0.035,0.009,0.008,0.82,29,11,26.93,3.02,240.26,0.72,NA
NOVIEMBRE,16,19,0.012,0.010,0.017,1.95,34,15,25.05,0.71,284.79,0.08,NA
NOVIEMBRE,16,20,0.004,0.011,0.018,NA,41,23,22.62,0.48,185.61,0.06,NA
NOVIEMBRE,16,21,0.003,0.010,0.015,1.87,109,26,20.78,0.32,190.60,0.06,NA
NOVIEMBRE,16,22,0.002,0.009,0.015,1.66,98,17,19.64,0.13,185.78,0.07,NA
NOVIEMBRE,16,23,0.004,0.009,0.014,1.41,91,14,18.73,0.14,157.72,0.06,NA
NOVIEMBRE,17,0,0.003,0.009,0.013,1.66,55,14,18.12,0.14,241.79,0.07,NA
NOVIEMBRE,17,1,0.003,0.009,0.013,1.79,49,15,17.55,1.17,167.89,0.07,NA
NOVIEMBRE,17,2,0.004,0.007,0.013,1.22,56,18,16.56,0.47,197.28,0.07,NA
NOVIEMBRE,17,3,0.004,0.006,0.011,NA,51,19,15.50,0.13,107.91,0.07,NA
NOVIEMBRE,17,4,0.002,0.007,0.012,1.17,48,17,14.67,0.14,81.84,0.06,NA
NOVIEMBRE,17,5,0.003,0.007,0.011,0.98,49,13,14.01,0.13,57.00,0.06,NA
NOVIEMBRE,17,6,0.006,0.006,0.009,0.89,43,14,13.84,0.19,47.56,0.07,NA
NOVIEMBRE,17,7,0.002,0.007,0.010,NA,37,13,13.05,0.14,67.74,0.07,NA
NOVIEMBRE,17,8,0.003,0.008,0.010,1.81,40,14,13.62,0.14,302.92,0.56,NA
NOVIEMBRE,17,9,0.006,0.009,0.013,2.15,82,13,17.90,0.20,248.24,2.33,NA
NOVIEMBRE,17,10,0.017,0.010,0.011,1.55,92,27,20.23,0.46,243.11,4.75,NA
NOVIEMBRE,17,11,0.028,0.013,0.010,1.28,77,17,22.87,0.77,230.04,7.25,NA
NOVIEMBRE,17,12,0.040,0.014,0.008,0.96,77,11,24.79,2.38,236.62,8.97,NA
NOVIEMBRE,17,13,0.046,0.013,0.007,0.92,53,5,27.03,2.44,230.88,9.64,NA
NOVIEMBRE,17,14,0.052,0.011,0.008,0.95,44,3,28.86,2.35,220.40,9.02,NA
NOVIEMBRE,17,15,0.048,0.009,0.007,0.99,40,7,29.75,2.69,238.62,7.39,NA
NOVIEMBRE,17,16,0.045,0.008,0.008,NA,33,5,30.41,2.92,249.70,5.07,NA
NOVIEMBRE,17,17,0.042,0.007,0.008,0.94,38,11,30.24,2.70,251.91,2.63,NA
NOVIEMBRE,17,18,0.030,0.007,0.010,1.2,37,12,29.09,2.78,254.10,0.73,NA
NOVIEMBRE,17,19,0.012,0.008,0.015,1.74,39,18,26.53,1.26,278.82,0.08,NA
NOVIEMBRE,17,20,0.009,0.007,0.015,1.79,49,19,24.02,0.68,149.36,0.07,NA
NOVIEMBRE,17,21,0.011,0.010,0.014,2.34,64,18,23.16,0.86,132.28,0.07,NA
NOVIEMBRE,17,22,0.035,0.006,0.007,0.81,75,14,23.22,2.39,70.64,0.06,NA
NOVIEMBRE,17,23,0.030,0.006,0.007,0.72,42,6,22.60,1.98,77.75,0.07,NA
NOVIEMBRE,18,0,0.003,0.008,0.016,1.51,32,21,20.22,1.57,237.54,0.06,NA
NOVIEMBRE,18,1,0.005,0.008,0.012,0.94,101,22,17.40,1.10,204.74,0.07,NA
NOVIEMBRE,18,2,0.005,0.009,0.011,0.84,62,15,16.24,0.13,131.80,0.06,NA
NOVIEMBRE,18,3,0.005,0.009,0.010,0.91,47,11,14.85,0.14,94.03,0.07,NA
NOVIEMBRE,18,4,0.004,0.009,0.011,0.76,42,13,13.92,0.14,73.50,0.07,NA
NOVIEMBRE,18,5,0.004,0.009,0.011,NA,40,13,13.28,0.14,163.59,0.07,NA
NOVIEMBRE,18,6,0.002,0.010,0.011,0.96,40,13,12.80,0.14,62.36,0.07,NA
NOVIEMBRE,18,7,0.002,0.010,0.011,NA,50,15,11.70,0.13,104.85,0.07,NA
NOVIEMBRE,18,8,0.003,0.014,0.012,2.16,48,26,13.16,0.13,78.92,0.56,NA
NOVIEMBRE,18,9,0.006,0.013,0.013,1.95,111,15,17.62,0.14,224.37,2.38,NA
NOVIEMBRE,18,10,0.016,0.011,0.014,1.76,83,15,20.99,1.04,234.69,4.89,NA
NOVIEMBRE,18,11,0.030,0.011,0.012,1.27,79,19,23.21,2.04,220.75,7.09,NA
NOVIEMBRE,18,12,0.038,0.010,0.008,0.89,78,8,25.44,2.21,201.81,8.68,NA
NOVIEMBRE,18,13,0.042,0.010,0.006,0.81,51,4,26.91,2.49,199.47,9.58,NA
NOVIEMBRE,18,14,0.043,0.010,0.009,NA,39,2,28.50,2.13,196.81,8.98,NA
NOVIEMBRE,18,15,0.051,0.010,0.008,0.97,40,2,29.39,2.21,225.12,7.33,NA
NOVIEMBRE,18,16,0.047,0.010,0.009,0.94,41,3,30.35,1.74,204.44,5.05,NA
NOVIEMBRE,18,17,0.048,0.009,0.009,0.96,36,11,30.27,1.83,228.34,2.57,NA
NOVIEMBRE,18,18,0.040,0.009,0.013,1.24,41,13,29.37,1.51,167.59,0.70,NA
NOVIEMBRE,18,19,0.018,0.010,0.014,1.32,38,22,26.53,1.43,98.51,0.08,NA
NOVIEMBRE,18,20,0.016,0.009,0.007,0.73,48,19,23.86,1.14,114.98,0.07,NA
NOVIEMBRE,18,21,0.008,0.010,0.011,1.8,32,12,22.33,0.46,130.67,0.06,NA
NOVIEMBRE,18,22,0.004,0.011,0.013,1.2,70,21,19.98,0.15,237.56,0.06,NA
NOVIEMBRE,18,23,0.003,0.013,0.014,2.26,57,23,18.76,0.13,193.59,0.06,NA
NOVIEMBRE,19,0,0.002,0.013,0.010,1.87,112,30,18.39,0.42,258.52,0.06,NA
NOVIEMBRE,19,1,0.002,0.012,0.011,NA,118,14,17.02,0.13,301.49,0.06,NA
NOVIEMBRE,19,2,0.003,0.013,0.010,1.98,81,23,15.90,0.13,77.40,0.07,NA
NOVIEMBRE,19,3,0.002,0.012,0.010,1.77,72,17,14.77,0.13,122.95,0.06,NA
NOVIEMBRE,19,4,0.003,0.011,0.010,1.37,56,9,13.76,0.14,209.18,0.06,NA
NOVIEMBRE,19,5,0.003,0.010,0.009,1.38,45,16,13.45,0.13,121.67,0.06,NA
NOVIEMBRE,19,6,0.003,0.010,0.008,1.56,46,11,12.78,0.14,322.06,0.06,NA
NOVIEMBRE,19,7,0.002,0.012,0.010,2.19,46,18,12.28,0.13,325.19,0.07,NA
NOVIEMBRE,19,8,0.003,0.014,0.010,2.39,68,19,13.15,0.13,178.93,0.53,NA
NOVIEMBRE,19,9,0.009,0.012,0.009,1.79,73,8,17.69,0.13,127.69,2.27,NA
NOVIEMBRE,19,10,0.019,0.014,0.010,1.55,49,18,21.20,0.20,200.82,4.72,NA
NOVIEMBRE,19,11,0.032,0.020,0.007,1.61,57,14,22.95,1.30,220.48,7.06,NA
NOVIEMBRE,19,12,0.043,0.021,0.007,1.6,43,10,25.17,1.60,213.19,8.66,NA
NOVIEMBRE,19,13,0.060,0.019,0.005,1.37,49,9,27.59,1.36,234.99,9.38,NA
NOVIEMBRE,19,14,0.067,0.016,0.007,1.35,41,3,28.62,1.99,197.38,8.78,NA
NOVIEMBRE,19,15,0.065,0.015,0.005,1.29,47,9,29.89,1.53,209.74,7.13,NA
NOVIEMBRE,19,16,0.069,0.013,0.005,NA,36,11,30.11,1.86,164.63,4.82,NA
NOVIEMBRE,19,17,0.067,0.012,0.005,0.73,34,9,30.38,1.07,161.57,2.45,NA
NOVIEMBRE,19,18,0.047,0.012,0.010,1.26,26,14,29.45,1.90,238.59,0.68,NA
NOVIEMBRE,19,19,0.021,0.012,0.016,1.63,43,28,26.87,1.81,253.18,0.08,NA
NOVIEMBRE,19,20,0.028,0.011,0.011,1.61,53,17,24.93,2.90,244.85,0.07,NA
NOVIEMBRE,19,21,0.021,0.011,0.013,1.56,58,20,23.03,1.52,261.70,0.06,NA
NOVIEMBRE,19,22,0.030,0.010,0.009,1.41,53,19,21.08,0.75,288.84,0.06,NA
NOVIEMBRE,19,23,0.031,0.010,0.007,1.27,35,17,20.29,1.09,307.16,0.06,NA
NOVIEMBRE,20,0,0.026,0.009,0.008,1.35,32,10,19.51,0.27,299.97,0.07,NA
NOVIEMBRE,20,1,0.011,0.009,0.013,1.21,43,13,18.16,0.13,252.94,0.06,NA
NOVIEMBRE,20,2,0.006,0.009,0.015,1.23,53,19,16.73,0.13,182.01,0.06,NA
NOVIEMBRE,20,3,0.004,0.010,0.014,1.35,53,21,16.06,0.13,196.96,0.06,NA
NOVIEMBRE,20,4,0.007,0.009,0.012,1.17,48,16,15.47,0.13,179.60,0.06,NA
NOVIEMBRE,20,5,0.005,0.009,0.011,1.22,44,20,14.48,0.14,276.15,0.06,NA
NOVIEMBRE,20,6,0.012,0.008,0.008,0.88,41,14,14.33,0.13,203.24,0.06,NA
NOVIEMBRE,20,7,0.010,0.008,0.009,NA,30,13,14.09,0.13,275.70,0.07,NA
NOVIEMBRE,20,8,0.005,0.009,0.012,1.64,33,16,14.85,0.13,107.11,0.51,NA
NOVIEMBRE,20,9,0.013,0.010,0.010,1.68,63,10,18.64,0.52,81.18,2.18,NA
NOVIEMBRE,20,10,0.031,0.009,0.006,1.3,58,17,22.03,1.31,227.08,4.60,NA
NOVIEMBRE,20,11,0.039,0.008,0.006,1.3,46,16,23.32,1.79,245.21,6.46,NA
NOVIEMBRE,20,12,0.050,0.009,0.004,1.27,44,12,25.53,1.60,228.26,8.39,NA
NOVIEMBRE,20,13,0.056,0.009,0.004,1.16,39,8,27.08,1.75,198.50,8.90,NA
NOVIEMBRE,20,14,0.055,0.010,0.005,1.19,37,4,28.93,2.29,239.34,8.75,NA
NOVIEMBRE,20,15,0.051,0.009,0.005,1.18,49,4,29.62,2.98,238.41,7.24,NA
NOVIEMBRE,20,16,0.053,0.009,0.004,1.26,34,6,29.64,3.03,230.35,4.76,NA
NOVIEMBRE,20,17,0.043,0.009,0.006,1.26,31,9,29.66,3.23,257.01,2.53,NA
NOVIEMBRE,20,18,0.036,0.009,0.008,1.35,28,14,28.38,3.47,259.96,0.69,NA
NOVIEMBRE,20,19,0.028,0.009,0.010,1.6,34,21,25.65,2.97,249.49,0.08,NA
NOVIEMBRE,20,20,0.019,0.010,0.012,1.79,44,23,23.52,1.60,209.32,0.06,NA
NOVIEMBRE,20,21,0.014,0.008,0.012,1.68,49,17,21.51,1.30,209.85,0.07,NA
NOVIEMBRE,20,22,0.023,0.008,0.010,1.5,66,16,20.18,1.04,290.84,0.06,NA
NOVIEMBRE,20,23,0.023,0.008,0.007,1.43,51,14,19.30,1.26,293.41,0.06,NA
NOVIEMBRE,21,0,0.020,0.008,0.006,1.43,30,8,18.31,1.09,287.73,0.06,NA
NOVIEMBRE,21,1,0.015,0.008,0.007,0.85,32,15,17.47,0.74,297.97,0.06,NA
NOVIEMBRE,21,2,0.013,0.008,0.008,0.81,35,13,17.17,0.67,236.33,0.07,NA
NOVIEMBRE,21,3,0.011,0.008,0.006,0.6,27,13,15.47,0.29,131.56,0.07,NA
NOVIEMBRE,21,4,0.005,0.008,0.008,0.67,32,17,14.32,0.13,106.75,0.06,NA
NOVIEMBRE,21,5,0.003,0.009,0.009,0.78,46,23,13.84,0.13,110.57,0.06,NA
NOVIEMBRE,21,6,0.003,0.010,0.009,NA,49,36,13.38,0.13,105.59,0.06,NA
NOVIEMBRE,21,7,0.002,0.010,0.009,1.38,79,41,13.18,0.13,219.09,0.07,NA
NOVIEMBRE,21,8,0.003,0.011,0.009,1.68,92,31,13.45,0.14,293.19,0.46,NA
NOVIEMBRE,21,9,0.006,0.010,0.009,1.84,72,11,16.89,0.88,293.88,2.06,NA
NOVIEMBRE,21,10,0.017,0.009,0.008,1.26,79,8,21.51,0.94,224.27,4.60,NA
NOVIEMBRE,21,11,0.029,0.009,0.007,NA,42,4,23.97,1.33,211.02,6.85,NA
NOVIEMBRE,21,12,0.042,0.005,0.007,NA,33,8,24.24,2.26,191.08,8.21,NA
NOVIEMBRE,21,13,0.048,0.007,0.005,0.92,51,9,25.16,2.24,166.01,8.72,NA
NOVIEMBRE,21,14,0.046,0.007,0.005,0.88,34,4,25.60,2.85,176.32,7.47,NA
