DATOS MÓVILES  DE ACUERDO AL ÍNDICE AIRE Y SALUD_CICEG 2023,,,,,,,,,
NOVIEMBRE,16,18,0.035,0.038,NA,32,9,0.008,NA
NOVIEMBRE,16,19,0.012,0.036,NA,33,12,0.017,NA
NOVIEMBRE,16,20,0.004,0.032,NA,36,17,0.018,NA
NOVIEMBRE,16,21,0.003,0.027,NA,73,21,0.015,NA
NOVIEMBRE,16,22,0.002,0.023,NA,85,19,0.015,NA
NOVIEMBRE,16,23,0.004,0.018,NA,88,17,0.014,NA
NOVIEMBRE,17,0,0.003,0.013,NA,72,15,0.013,NA
NOVIEMBRE,17,1,0.003,0.008,NA,60,15,0.013,NA
NOVIEMBRE,17,2,0.004,0.004,NA,58,17,0.013,NA
NOVIEMBRE,17,3,0.004,0.003,NA,55,18,0.011,NA
NOVIEMBRE,17,4,0.002,0.003,0.009,51,18,0.012,NA
NOVIEMBRE,17,5,0.003,0.003,0.009,50,15,0.011,NA
NOVIEMBRE,17,6,0.006,0.004,0.009,46,15,0.009,NA
NOVIEMBRE,17,7,0.002,0.003,0.009,42,14,0.010,NA
NOVIEMBRE,17,8,0.003,0.003,0.009,41,14,0.010,NA
NOVIEMBRE,17,9,0.006,0.004,0.009,62,14,0.013,NA
NOVIEMBRE,17,10,0.017,0.005,0.009,77,20,0.011,NA
NOVIEMBRE,17,11,0.028,0.008,0.009,77,18,0.010,NA
NOVIEMBRE,17,12,0.040,0.013,0.009,77,15,0.008,NA
NOVIEMBRE,17,13,0.046,0.019,0.009,65,10,0.007,NA
NOVIEMBRE,17,14,0.052,0.024,0.009,54,6,0.008,NA
NOVIEMBRE,17,15,0.048,0.030,0.009,47,7,0.007,NA
NOVIEMBRE,17,16,0.045,0.035,0.009,40,6,0.008,NA
NOVIEMBRE,17,17,0.042,0.040,0.009,39,9,0.008,NA
NOVIEMBRE,17,18,0.030,0.041,0.009,38,10,0.010,NA
NOVIEMBRE,17,19,0.012,0.039,0.009,39,14,0.015,NA
NOVIEMBRE,17,20,0.009,0.036,0.009,44,17,0.015,NA
NOVIEMBRE,17,21,0.011,0.031,0.009,54,17,0.014,NA
NOVIEMBRE,17,22,0.035,0.029,0.009,64,16,0.007,NA
NOVIEMBRE,17,23,0.030,0.027,0.009,53,11,0.007,NA
NOVIEMBRE,18,0,0.003,0.022,0.008,43,16,0.016,NA
NOVIEMBRE,18,1,0.005,0.017,0.008,72,19,0.012,NA
NOVIEMBRE,18,2,0.005,0.014,0.009,67,17,0.011,NA
NOVIEMBRE,18,3,0.005,0.013,0.009,57,14,0.010,NA
NOVIEMBRE,18,4,0.004,0.012,0.009,50,14,0.011,NA
NOVIEMBRE,18,5,0.004,0.011,0.009,45,13,0.011,NA
NOVIEMBRE,18,6,0.002,0.007,0.009,42,13,0.011,NA
NOVIEMBRE,18,7,0.002,0.004,0.009,46,14,0.011,NA
NOVIEMBRE,18,8,0.003,0.004,0.009,47,20,0.012,NA
NOVIEMBRE,18,9,0.006,0.004,0.010,79,18,0.013,NA
NOVIEMBRE,18,10,0.016,0.005,0.010,81,16,0.014,NA
NOVIEMBRE,18,11,0.030,0.008,0.010,80,18,0.012,NA
NOVIEMBRE,18,12,0.038,0.013,0.009,79,13,0.008,NA
NOVIEMBRE,18,13,0.042,0.017,0.009,65,8,0.006,NA
NOVIEMBRE,18,14,0.043,0.023,0.009,52,5,0.009,NA
NOVIEMBRE,18,15,0.051,0.029,0.009,46,4,0.008,NA
NOVIEMBRE,18,16,0.047,0.034,0.009,44,4,0.009,NA
NOVIEMBRE,18,17,0.048,0.039,0.009,40,7,0.009,NA
NOVIEMBRE,18,18,0.040,0.042,0.009,40,10,0.013,NA
NOVIEMBRE,18,19,0.018,0.041,0.010,39,16,0.014,NA
NOVIEMBRE,18,20,0.016,0.038,0.010,43,17,0.007,NA
NOVIEMBRE,18,21,0.008,0.034,0.010,38,15,0.011,NA
NOVIEMBRE,18,22,0.004,0.029,0.010,54,18,0.013,NA
NOVIEMBRE,18,23,0.003,0.023,0.010,56,21,0.014,NA
NOVIEMBRE,19,0,0.002,0.017,0.010,84,25,0.010,NA
NOVIEMBRE,19,1,0.002,0.012,0.011,101,20,0.011,NA
NOVIEMBRE,19,2,0.003,0.007,0.011,91,21,0.010,NA
NOVIEMBRE,19,3,0.002,0.005,0.011,82,19,0.010,NA
NOVIEMBRE,19,4,0.003,0.003,0.011,69,14,0.010,NA
NOVIEMBRE,19,5,0.003,0.003,0.011,57,15,0.009,NA
NOVIEMBRE,19,6,0.003,0.003,0.011,51,13,0.008,NA
NOVIEMBRE,19,7,0.002,0.003,0.011,49,16,0.010,NA
NOVIEMBRE,19,8,0.003,0.003,0.011,58,18,0.010,NA
NOVIEMBRE,19,9,0.009,0.003,0.011,66,13,0.009,NA
NOVIEMBRE,19,10,0.019,0.006,0.011,57,16,0.010,NA
NOVIEMBRE,19,11,0.032,0.009,0.011,57,15,0.007,NA
NOVIEMBRE,19,12,0.043,0.014,0.012,50,13,0.007,NA
NOVIEMBRE,19,13,0.060,0.021,0.012,50,11,0.005,NA
NOVIEMBRE,19,14,0.067,0.029,0.013,46,7,0.007,NA
NOVIEMBRE,19,15,0.065,0.037,0.013,46,8,0.005,NA
NOVIEMBRE,19,16,0.069,0.046,0.013,41,9,0.005,NA
NOVIEMBRE,19,17,0.067,0.053,0.013,38,9,0.005,NA
NOVIEMBRE,19,18,0.047,0.056,0.013,32,12,0.010,NA
NOVIEMBRE,19,19,0.021,0.055,0.013,38,20,0.016,NA
NOVIEMBRE,19,20,0.028,0.053,0.013,45,18,0.011,NA
NOVIEMBRE,19,21,0.021,0.048,0.013,52,19,0.013,NA
NOVIEMBRE,19,22,0.030,0.043,0.013,52,19,0.009,NA
NOVIEMBRE,19,23,0.031,0.039,0.013,44,18,0.007,NA
NOVIEMBRE,20,0,0.026,0.034,0.013,38,14,0.008,NA
NOVIEMBRE,20,1,0.011,0.027,0.013,40,14,0.013,NA
NOVIEMBRE,20,2,0.006,0.022,0.013,47,16,0.015,NA
NOVIEMBRE,20,3,0.004,0.020,0.013,50,19,0.014,NA
NOVIEMBRE,20,4,0.007,0.017,0.012,49,17,0.012,NA
NOVIEMBRE,20,5,0.005,0.015,0.012,47,19,0.011,NA
NOVIEMBRE,20,6,0.012,0.013,0.012,44,16,0.008,NA
NOVIEMBRE,20,7,0.010,0.010,0.012,37,15,0.009,NA
NOVIEMBRE,20,8,0.005,0.007,0.012,35,15,0.012,NA
NOVIEMBRE,20,9,0.013,0.008,0.012,49,12,0.010,NA
NOVIEMBRE,20,10,0.031,0.011,0.012,53,14,0.006,NA
NOVIEMBRE,20,11,0.039,0.015,0.011,50,15,0.006,NA
NOVIEMBRE,20,12,0.050,0.021,0.011,47,14,0.004,NA
NOVIEMBRE,20,13,0.056,0.027,0.010,43,11,0.004,NA
NOVIEMBRE,20,14,0.055,0.033,0.010,40,7,0.005,NA
NOVIEMBRE,20,15,0.051,0.038,0.010,45,5,0.005,NA
NOVIEMBRE,20,16,0.053,0.044,0.010,39,6,0.004,NA
NOVIEMBRE,20,17,0.043,0.047,0.010,35,7,0.006,NA
NOVIEMBRE,20,18,0.036,0.048,0.009,32,11,0.008,NA
NOVIEMBRE,20,19,0.028,0.047,0.009,33,16,0.010,NA
NOVIEMBRE,20,20,0.019,0.043,0.009,38,19,0.012,NA
NOVIEMBRE,20,21,0.014,0.037,0.009,44,18,0.012,NA
NOVIEMBRE,20,22,0.023,0.033,0.009,55,17,0.010,NA
NOVIEMBRE,20,23,0.023,0.030,0.009,53,15,0.007,NA
NOVIEMBRE,21,0,0.020,0.026,0.009,41,12,0.006,NA
NOVIEMBRE,21,1,0.015,0.022,0.009,37,13,0.007,NA
NOVIEMBRE,21,2,0.013,0.019,0.009,36,13,0.008,NA
NOVIEMBRE,21,3,0.011,0.017,0.009,31,13,0.006,NA
NOVIEMBRE,21,4,0.005,0.015,0.009,32,15,0.008,NA
NOVIEMBRE,21,5,0.003,0.014,0.009,39,19,0.009,NA
NOVIEMBRE,21,6,0.003,0.012,0.009,44,28,0.009,NA
NOVIEMBRE,21,7,0.002,0.009,0.009,61,34,0.009,NA
NOVIEMBRE,21,8,0.003,0.007,0.009,77,33,0.009,NA
NOVIEMBRE,21,9,0.006,0.006,0.009,75,22,0.009,NA
NOVIEMBRE,21,10,0.017,0.006,0.009,77,15,0.008,NA
NOVIEMBRE,21,11,0.029,0.009,0.009,60,9,0.007,NA
NOVIEMBRE,21,12,0.042,0.013,0.009,46,9,0.007,NA
NOVIEMBRE,21,13,0.048,0.019,0.009,49,9,0.005,NA
NOVIEMBRE,21,14,0.046,0.024,0.009,41,6,0.005,NA
NOVIEMBRE,21,15,0.047,0.030,0.009,39,7,0.005,NA
NOVIEMBRE,21,16,0.053,0.036,0.008,36,7,0.006,NA
NOVIEMBRE,21,17,0.055,0.042,0.008,40,14,0.008,NA
NOVIEMBRE,21,18,0.040,0.045,0.009,46,20,0.015,NA
NOVIEMBRE,21,19,0.034,0.046,0.009,64,25,0.008,NA
NOVIEMBRE,21,20,0.031,0.044,0.008,75,27,0.007,NA
NOVIEMBRE,21,21,0.031,0.042,0.008,76,25,0.005,NA
NOVIEMBRE,21,22,0.025,0.039,0.008,62,21,0.006,NA
NOVIEMBRE,21,23,0.021,0.036,0.008,53,18,0.006,NA
NOVIEMBRE,22,0,0.025,0.033,0.008,40,12,0.004,NA
NOVIEMBRE,22,1,0.028,0.029,0.008,32,9,0.003,NA
NOVIEMBRE,22,2,0.021,0.027,0.008,28,9,0.003,NA
NOVIEMBRE,22,3,0.025,0.026,0.008,25,10,0.003,NA
NOVIEMBRE,22,4,0.026,0.025,0.008,23,7,0.002,NA
NOVIEMBRE,22,5,0.021,0.024,0.008,20,8,0.003,NA
NOVIEMBRE,22,6,0.019,0.023,0.008,17,10,0.003,NA
NOVIEMBRE,22,7,0.014,0.022,0.008,15,10,0.006,NA
NOVIEMBRE,22,8,0.011,0.021,0.008,21,12,0.009,NA
NOVIEMBRE,22,9,0.006,0.018,0.008,28,14,0.009,NA
NOVIEMBRE,22,10,0.019,0.018,0.008,44,12,0.004,NA
NOVIEMBRE,22,11,0.019,0.017,0.008,39,8,0.005,NA
NOVIEMBRE,22,12,0.020,0.016,0.008,36,7,0.005,NA
NOVIEMBRE,22,13,0.026,0.017,0.008,35,5,0.004,NA
NOVIEMBRE,22,14,0.030,0.018,0.009,39,4,0.004,NA
NOVIEMBRE,22,15,0.029,0.020,0.009,39,4,0.006,NA
NOVIEMBRE,22,16,0.027,0.022,0.009,44,9,0.006,NA
NOVIEMBRE,22,17,0.023,0.024,0.009,53,13,0.006,NA
NOVIEMBRE,22,18,0.018,0.024,0.009,57,18,0.007,NA
NOVIEMBRE,22,19,0.013,0.023,0.009,55,16,0.010,NA
NOVIEMBRE,22,20,0.013,0.022,0.009,56,18,0.008,NA
NOVIEMBRE,22,21,0.010,0.020,0.009,54,19,0.008,NA
NOVIEMBRE,22,22,0.011,0.018,0.009,49,17,0.006,NA
NOVIEMBRE,22,23,0.011,0.016,0.009,43,13,0.007,NA
NOVIEMBRE,23,0,0.008,0.013,0.009,39,12,0.007,NA
NOVIEMBRE,23,1,0.008,0.011,0.009,37,12,0.006,NA
NOVIEMBRE,23,2,0.008,0.010,0.009,32,14,0.007,NA
NOVIEMBRE,23,3,0.007,0.010,0.009,29,13,0.006,NA
NOVIEMBRE,23,4,0.006,0.009,0.009,31,12,0.007,NA
NOVIEMBRE,23,5,0.008,0.009,0.009,29,13,0.006,NA
NOVIEMBRE,23,6,0.006,0.008,0.009,26,14,0.007,NA
NOVIEMBRE,23,7,0.002,0.007,0.009,33,20,0.010,NA
NOVIEMBRE,23,8,0.003,0.006,0.009,51,24,0.010,NA
NOVIEMBRE,23,9,0.007,0.006,0.009,72,25,0.009,NA
NOVIEMBRE,23,10,0.016,0.007,0.009,77,20,0.006,NA
NOVIEMBRE,23,11,0.022,0.009,0.009,56,11,0.005,NA
NOVIEMBRE,23,12,0.028,0.012,0.009,46,9,0.004,NA
NOVIEMBRE,23,13,0.028,0.014,0.009,38,9,0.003,NA
NOVIEMBRE,23,14,0.030,0.017,0.009,40,5,0.003,NA
NOVIEMBRE,23,15,0.033,0.021,0.009,41,4,0.003,NA
NOVIEMBRE,23,16,0.034,0.025,0.009,38,4,0.004,NA
NOVIEMBRE,23,17,0.035,0.028,0.008,34,7,0.003,NA
NOVIEMBRE,23,18,0.030,0.030,0.008,29,10,0.004,NA
NOVIEMBRE,23,19,0.019,0.030,0.008,28,13,0.008,NA
NOVIEMBRE,23,20,0.014,0.028,0.008,34,18,0.008,NA
NOVIEMBRE,23,21,0.012,0.026,0.008,39,16,0.008,NA
NOVIEMBRE,23,22,0.015,0.024,0.008,39,16,0.006,NA
NOVIEMBRE,23,23,0.012,0.022,0.008,34,13,0.006,NA
NOVIEMBRE,24,0,0.014,0.019,0.008,32,11,0.006,NA
NOVIEMBRE,24,1,0.014,0.016,0.008,32,14,0.005,NA
NOVIEMBRE,24,2,0.007,0.013,0.008,30,13,0.007,NA
NOVIEMBRE,24,3,0.006,0.012,0.008,28,9,0.007,NA
NOVIEMBRE,24,4,0.005,0.011,0.008,26,10,0.006,NA
NOVIEMBRE,24,5,0.006,0.010,0.008,25,10,0.006,NA
NOVIEMBRE,24,6,0.005,0.009,0.008,21,8,0.006,NA
NOVIEMBRE,24,7,0.004,0.008,0.008,20,10,0.006,NA
NOVIEMBRE,24,8,0.003,0.006,0.008,27,12,0.006,NA
NOVIEMBRE,24,9,0.005,0.005,0.008,45,10,0.009,NA
NOVIEMBRE,24,10,0.016,0.006,0.008,68,14,0.008,NA
NOVIEMBRE,24,11,0.024,0.009,0.008,58,14,0.005,NA
NOVIEMBRE,24,12,0.029,0.012,0.008,47,9,0.006,NA
NOVIEMBRE,24,13,0.038,0.016,0.008,40,8,0.004,NA
NOVIEMBRE,24,14,0.040,0.020,0.008,35,5,0.005,NA
NOVIEMBRE,24,15,0.038,0.024,0.008,31,4,0.007,NA
NOVIEMBRE,24,16,0.040,0.029,0.009,35,5,0.005,NA
NOVIEMBRE,24,17,0.041,0.033,0.009,35,5,0.005,NA
NOVIEMBRE,24,18,0.037,0.036,0.009,33,7,0.007,NA
NOVIEMBRE,24,19,0.009,0.034,0.009,34,16,0.017,NA
NOVIEMBRE,24,20,0.003,0.031,0.009,61,25,0.017,NA
NOVIEMBRE,24,21,0.003,0.026,0.009,120,30,0.017,NA
NOVIEMBRE,24,22,0.002,0.022,0.010,148,33,0.017,NA
NOVIEMBRE,24,23,0.002,0.017,0.010,146,32,0.015,NA
NOVIEMBRE,25,0,0.002,0.012,0.010,141,36,0.013,NA
NOVIEMBRE,25,1,0.002,0.008,0.010,131,30,0.012,NA
NOVIEMBRE,25,2,0.002,0.003,0.010,128,34,0.012,NA
NOVIEMBRE,25,3,0.002,0.002,0.011,112,34,0.011,NA
NOVIEMBRE,25,4,0.003,0.002,0.011,110,34,0.011,NA
NOVIEMBRE,25,5,0.006,0.003,0.011,89,26,0.011,NA
NOVIEMBRE,25,6,0.012,0.004,0.011,73,21,0.007,NA
NOVIEMBRE,25,7,0.003,0.004,0.011,54,25,0.011,NA
NOVIEMBRE,25,8,0.004,0.004,0.011,86,29,0.012,NA
NOVIEMBRE,25,9,0.011,0.005,0.011,87,17,0.013,NA
NOVIEMBRE,25,10,0.014,0.007,0.011,88,19,0.014,NA
NOVIEMBRE,25,11,0.028,0.010,0.012,94,16,0.008,NA
NOVIEMBRE,25,12,0.039,0.015,0.012,83,12,0.006,NA
NOVIEMBRE,25,13,0.043,0.019,0.012,64,7,0.005,NA
NOVIEMBRE,25,14,0.042,0.023,0.012,50,5,0.006,NA
NOVIEMBRE,25,15,0.048,0.029,0.012,39,3,0.005,NA
NOVIEMBRE,25,16,0.041,0.033,0.012,35,4,0.005,NA
NOVIEMBRE,25,17,0.038,0.037,0.012,30,4,0.006,NA
NOVIEMBRE,25,18,0.032,0.039,0.012,29,7,0.008,NA
NOVIEMBRE,25,19,0.011,0.037,0.012,30,16,0.014,NA
NOVIEMBRE,25,20,0.015,0.034,0.012,52,18,0.011,NA
NOVIEMBRE,25,21,0.005,0.029,0.011,57,18,0.015,NA
NOVIEMBRE,25,22,0.003,0.024,0.011,63,21,0.015,NA
NOVIEMBRE,25,23,0.008,0.019,0.011,75,18,0.010,NA
NOVIEMBRE,26,0,0.003,0.014,0.011,61,17,0.012,NA
NOVIEMBRE,26,1,0.002,0.010,0.011,68,20,0.012,NA
NOVIEMBRE,26,2,0.003,0.006,0.011,76,19,0.011,NA
NOVIEMBRE,26,3,0.005,0.005,0.011,71,16,0.008,NA
NOVIEMBRE,26,4,0.009,0.005,0.010,57,14,0.007,NA
NOVIEMBRE,26,5,0.004,0.005,0.010,45,14,0.007,NA
NOVIEMBRE,26,6,0.005,0.005,0.010,38,11,0.007,NA
NOVIEMBRE,26,7,0.005,0.005,0.010,34,12,0.007,NA
NOVIEMBRE,26,8,0.005,0.005,0.010,30,10,0.007,NA
NOVIEMBRE,26,9,0.009,0.006,0.010,35,10,0.008,NA
NOVIEMBRE,26,10,0.020,0.008,0.009,46,14,0.009,NA
NOVIEMBRE,26,11,0.030,0.011,0.009,48,14,0.007,NA
NOVIEMBRE,26,12,0.038,0.015,0.009,42,11,0.005,NA
NOVIEMBRE,26,13,0.033,0.018,0.009,31,6,0.004,NA
NOVIEMBRE,26,14,0.037,0.022,0.008,24,4,0.003,NA
NOVIEMBRE,26,15,0.041,0.027,0.008,20,3,0.004,NA
NOVIEMBRE,26,16,0.040,0.031,0.008,20,4,0.005,NA
NOVIEMBRE,26,17,0.035,0.034,0.008,20,5,0.005,NA
NOVIEMBRE,26,18,0.033,0.036,0.008,21,12,0.006,NA
NOVIEMBRE,26,19,0.018,0.034,0.008,21,14,0.010,NA
NOVIEMBRE,26,20,0.007,0.031,0.008,33,14,0.012,NA
NOVIEMBRE,26,21,0.003,0.027,0.008,54,18,0.015,NA
NOVIEMBRE,26,22,0.003,0.023,0.008,70,20,0.014,NA
NOVIEMBRE,26,23,0.003,0.018,0.008,78,18,0.012,NA
NOVIEMBRE,27,0,0.003,0.013,0.008,69,19,0.012,NA
NOVIEMBRE,27,1,0.008,0.010,0.008,83,19,0.009,NA
NOVIEMBRE,27,2,0.002,0.006,0.008,70,19,0.011,NA
NOVIEMBRE,27,3,0.004,0.004,0.008,71,16,0.009,NA
NOVIEMBRE,27,4,0.002,0.004,0.008,58,18,0.010,NA
NOVIEMBRE,27,5,0.005,0.004,0.008,56,20,0.008,NA
NOVIEMBRE,27,6,0.006,0.004,0.008,52,20,0.007,NA
NOVIEMBRE,27,7,0.003,0.004,0.008,47,21,0.010,NA
NOVIEMBRE,27,8,0.002,0.004,0.009,56,26,0.010,NA
NOVIEMBRE,27,9,0.003,0.004,0.009,81,24,0.010,NA
NOVIEMBRE,27,10,0.006,0.004,0.009,84,25,0.010,NA
NOVIEMBRE,27,11,0.020,0.006,0.009,91,23,0.009,NA
NOVIEMBRE,27,12,0.027,0.009,0.009,89,23,0.006,NA
NOVIEMBRE,27,13,0.031,0.012,0.009,69,15,0.006,NA
NOVIEMBRE,27,14,0.034,0.016,0.010,61,13,0.006,NA
NOVIEMBRE,27,15,0.034,0.020,0.010,53,10,0.006,NA
NOVIEMBRE,27,16,0.036,0.024,0.010,45,15,0.006,NA
NOVIEMBRE,27,17,0.032,0.028,0.010,45,15,0.009,NA
NOVIEMBRE,27,18,0.027,0.030,0.010,47,21,0.010,NA
NOVIEMBRE,27,19,0.016,0.030,0.011,59,23,0.012,NA
NOVIEMBRE,27,20,0.008,0.027,0.011,67,22,0.011,NA
NOVIEMBRE,27,21,0.004,0.024,0.011,62,20,0.012,NA
NOVIEMBRE,27,22,0.003,0.020,0.011,64,20,0.012,NA
NOVIEMBRE,27,23,0.003,0.016,0.011,79,23,0.011,NA
NOVIEMBRE,28,0,0.002,0.012,0.012,76,22,0.012,NA
NOVIEMBRE,28,1,0.004,0.008,0.012,79,22,0.009,NA
NOVIEMBRE,28,2,0.009,0.006,0.011,69,21,0.006,NA
NOVIEMBRE,28,3,0.010,0.005,0.011,56,19,0.005,NA
NOVIEMBRE,28,4,0.012,0.006,0.011,44,15,0.005,NA
NOVIEMBRE,28,5,0.010,0.007,0.011,42,17,0.005,NA
NOVIEMBRE,28,6,0.005,0.007,0.011,41,21,0.006,NA
NOVIEMBRE,28,7,0.003,0.007,0.011,40,20,0.007,NA
NOVIEMBRE,28,8,0.003,0.007,0.011,50,19,0.009,NA
NOVIEMBRE,28,9,0.005,0.007,0.011,66,16,0.009,NA
NOVIEMBRE,28,10,0.012,0.007,0.011,70,16,0.008,NA
NOVIEMBRE,28,11,0.025,0.009,0.011,67,13,0.004,NA
NOVIEMBRE,28,12,0.031,0.012,0.010,54,11,0.004,NA
NOVIEMBRE,28,13,0.038,0.015,0.010,48,8,0.005,NA
NOVIEMBRE,28,14,0.039,0.019,0.010,46,8,0.004,NA
NOVIEMBRE,28,15,0.036,0.024,0.010,39,6,0.006,NA
NOVIEMBRE,28,16,0.038,0.028,0.010,37,9,0.006,NA
NOVIEMBRE,28,17,0.036,0.032,0.010,36,9,0.008,NA
NOVIEMBRE,28,18,0.028,0.034,0.010,40,13,0.010,NA
NOVIEMBRE,28,19,0.007,0.032,0.010,45,16,0.014,NA
NOVIEMBRE,28,20,0.021,0.031,0.009,77,16,0.006,NA
NOVIEMBRE,28,21,0.018,0.028,0.009,65,15,0.006,NA
NOVIEMBRE,28,22,0.023,0.026,0.009,57,12,0.004,NA
NOVIEMBRE,28,23,0.004,0.022,0.009,44,12,0.011,NA
NOVIEMBRE,29,0,0.004,0.018,0.009,58,13,0.010,NA
NOVIEMBRE,29,1,0.007,0.014,0.009,61,14,0.008,NA
NOVIEMBRE,29,2,0.009,0.012,0.009,53,13,0.006,NA
NOVIEMBRE,29,3,0.010,0.012,0.009,41,12,0.006,NA
NOVIEMBRE,29,4,0.007,0.010,0.009,31,11,0.005,NA
NOVIEMBRE,29,5,0.006,0.009,0.009,26,8,0.006,NA
NOVIEMBRE,29,6,0.004,0.006,0.008,22,10,0.006,NA
NOVIEMBRE,29,7,0.003,0.006,0.008,26,11,0.006,NA
NOVIEMBRE,29,8,0.003,0.006,0.008,28,12,0.007,NA
NOVIEMBRE,29,9,0.006,0.006,0.008,49,13,0.008,NA
NOVIEMBRE,29,10,0.009,0.006,0.008,53,11,0.008,NA
NOVIEMBRE,29,11,0.014,0.006,0.008,66,13,0.006,NA
NOVIEMBRE,29,12,0.026,0.009,0.008,59,8,0.004,NA
NOVIEMBRE,29,13,0.031,0.012,0.008,51,9,0.004,NA
NOVIEMBRE,29,14,0.032,0.015,0.008,46,5,0.005,NA
NOVIEMBRE,29,15,0.033,0.019,0.008,43,5,0.005,NA
NOVIEMBRE,29,16,0.033,0.023,0.008,40,6,0.006,NA
NOVIEMBRE,29,17,0.032,0.026,0.009,40,12,0.006,NA
NOVIEMBRE,29,18,0.031,0.029,0.009,44,14,0.006,NA
NOVIEMBRE,29,19,0.025,0.030,0.009,60,24,0.006,NA
NOVIEMBRE,29,20,0.023,0.030,0.009,51,26,0.007,NA
NOVIEMBRE,29,21,0.021,0.029,0.008,42,21,0.007,NA
NOVIEMBRE,29,22,0.017,0.027,0.009,41,21,0.009,NA
NOVIEMBRE,29,23,0.015,0.025,0.008,42,21,0.009,NA
NOVIEMBRE,30,0,0.012,0.022,0.008,40,21,0.008,NA
NOVIEMBRE,30,1,0.013,0.020,0.008,32,22,0.006,NA
NOVIEMBRE,30,2,0.018,0.018,0.009,26,17,0.003,NA
NOVIEMBRE,30,3,0.022,0.018,0.009,18,12,0.003,NA
NOVIEMBRE,30,4,0.019,0.017,0.009,14,8,0.004,NA
NOVIEMBRE,30,5,0.016,0.017,0.009,13,7,0.004,NA
NOVIEMBRE,30,6,0.010,0.016,0.009,14,9,0.007,NA
NOVIEMBRE,30,7,0.003,0.014,0.009,13,12,0.010,NA
NOVIEMBRE,30,8,0.002,0.013,0.009,18,12,0.010,NA
NOVIEMBRE,30,9,0.005,0.012,0.009,27,16,0.010,NA
NOVIEMBRE,30,10,0.016,0.012,0.009,33,14,0.008,NA
NOVIEMBRE,30,11,0.025,0.012,0.009,34,9,0.006,NA
NOVIEMBRE,30,12,0.029,0.013,0.009,32,8,0.004,NA
NOVIEMBRE,30,13,0.030,0.015,0.009,32,6,0.003,NA
NOVIEMBRE,30,14,0.030,0.018,0.009,31,5,0.003,NA
NOVIEMBRE,30,15,0.026,0.020,0.009,30,6,0.004,NA
NOVIEMBRE,30,16,0.026,0.023,0.009,28,6,0.006,NA
NOVIEMBRE,30,17,0.029,0.026,0.009,29,9,0.005,NA
NOVIEMBRE,30,18,0.022,0.027,0.009,30,13,0.005,NA
NOVIEMBRE,30,19,0.017,0.026,0.009,30,14,0.007,NA
NOVIEMBRE,30,20,0.014,0.024,0.009,29,15,0.008,NA
NOVIEMBRE,30,21,0.013,0.022,0.009,30,17,0.008,NA
NOVIEMBRE,30,22,0.009,0.019,0.009,33,15,0.008,NA
NOVIEMBRE,30,23,0.008,0.017,0.009,34,16,0.008,NA
